COMMAND      PID                 USER   FD   TYPE             DEVICE SIZE/OFF   NODE NAME
systemd-j    368                 root  115u  unix 0xffff8d75d21d0000      0t0  29706 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  116u  unix 0xffff8d75d21d1400      0t0  29749 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  117u  unix 0xffff8d75d21f8800      0t0  29979 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  118u  unix 0xffff8d75d21e0c00      0t0  29857 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  119u  unix 0xffff8d75d21e3400      0t0  29875 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  120u  unix 0xffff8d75c2880c00      0t0  29903 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  121u  unix 0xffff8d75d21e2800      0t0  29821 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  122u  unix 0xffff8d75d21e1800      0t0  29859 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  123u  unix 0xffff8d75c2881400      0t0  29865 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  124u  unix 0xffff8d75d7a68400      0t0  30227 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  125u  unix 0xffff8d75d21e1000      0t0  29904 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  126u  unix 0xffff8d75d21e3c00      0t0  29913 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  127u  unix 0xffff8d7599949800      0t0  29920 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  128u  unix 0xffff8d75d21e7c00      0t0  29924 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  129u  unix 0xffff8d75d21fbc00      0t0  30011 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  130u  unix 0xffff8d75d7a6a800      0t0  30229 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  131u  unix 0xffff8d75d7a6ac00      0t0  30246 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  132u  unix 0xffff8d75d7a6b000      0t0  30765 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  133u  unix 0xffff8d75c2892c00      0t0  30789 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  134u  unix 0xffff8d75c2892000      0t0  30805 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  135u  unix 0xffff8d75d7a6f000      0t0  30830 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  136u  unix 0xffff8d75c2881c00      0t0  30832 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  137u  unix 0xffff8d75e0019000      0t0  30848 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  138u  unix 0xffff8d75e0018c00      0t0  30950 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  142u  unix 0xffff8d75d7a7d400      0t0  30982 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  143u  unix 0xffff8d75c2b17800      0t0  30609 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-j    368                 root  144u  unix 0xffff8d75d21fb000      0t0  30610 /run/systemd/journal/stdout type=STREAM (CONNECTED)
systemd-u    427                 root    1u  unix 0xffff8d768c29dc00      0t0  11385 type=STREAM (CONNECTED)
systemd-u    427                 root    2u  unix 0xffff8d768c29dc00      0t0  11385 type=STREAM (CONNECTED)
systemd-u    427                 root    3u  unix 0xffff8d76894b8000      0t0  10968 /run/udev/control type=SEQPACKET (LISTEN)
systemd-u    427                 root    5u  unix 0xffff8d768c29e800      0t0  11947 type=DGRAM (CONNECTED)
systemd-u    427                 root    6u  unix 0xffff8d768c29d400      0t0  11951 type=DGRAM (CONNECTED)
systemd-u    427                 root    7u  unix 0xffff8d768c29e400      0t0  11952 type=DGRAM (CONNECTED)
systemd-o    653          systemd-oom    1u  unix 0xffff8d768951c400      0t0  16182 type=STREAM (CONNECTED)
systemd-o    653          systemd-oom    2u  unix 0xffff8d768951c400      0t0  16182 type=STREAM (CONNECTED)
systemd-o    653          systemd-oom    3u  unix 0xffff8d76894ba800      0t0  10966 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (LISTEN)
systemd-o    653          systemd-oom    4u  unix 0xffff8d768cba1c00      0t0  17552 type=DGRAM (CONNECTED)
systemd-o    653          systemd-oom   10u  unix 0xffff8d768cba0800      0t0  17561 type=STREAM (CONNECTED)
systemd-o    653          systemd-oom   11u  unix 0xffff8d768cba1000      0t0  18127 @ef691fba22cabd83/bus/systemd-oomd/bus-api-oom type=STREAM (CONNECTED)
systemd-o    653          systemd-oom   12u  unix 0xffff8d769bc04c00      0t0  27900 /run/systemd/oom/io.systemd.ManagedOOM type=STREAM (CONNECTED)
systemd-r    669      systemd-resolve    1u  unix 0xffff8d768951d800      0t0  16187 type=STREAM (CONNECTED)
systemd-r    669      systemd-resolve    2u  unix 0xffff8d768951d800      0t0  16187 type=STREAM (CONNECTED)
systemd-r    669      systemd-resolve    3u  unix 0xffff8d768c29c800      0t0  16340 type=DGRAM (CONNECTED)
systemd-r    669      systemd-resolve   18u  unix 0xffff8d768c29cc00      0t0  18470 /run/systemd/resolve/io.systemd.Resolve type=STREAM (LISTEN)
systemd-r    669      systemd-resolve   19u  unix 0xffff8d768c29e000      0t0  18471 /run/systemd/resolve/io.systemd.Resolve.Monitor type=STREAM (LISTEN)
systemd-r    669      systemd-resolve   20u  unix 0xffff8d768c29ec00      0t0  18882 @f8b7c0d7031e8e76/bus/systemd-resolve/bus-api-resolve type=STREAM (CONNECTED)
systemd-t    674     systemd-timesync    1u  unix 0xffff8d768951dc00      0t0  16184 type=STREAM (CONNECTED)
systemd-t    674     systemd-timesync    2u  unix 0xffff8d768951dc00      0t0  16184 type=STREAM (CONNECTED)
systemd-t    674     systemd-timesync    3u  unix 0xffff8d768951f000      0t0  16286 type=DGRAM (CONNECTED)
systemd-t    674     systemd-timesync    8u  unix 0xffff8d768951e000      0t0  16292 type=DGRAM (CONNECTED)
systemd-t    674     systemd-timesync    9u  unix 0xffff8d768951fc00      0t0  16293 type=DGRAM (CONNECTED)
systemd-t    674     systemd-timesync   10u  unix 0xffff8d768951cc00      0t0  16294 type=DGRAM (CONNECTED)
systemd-t    674     systemd-timesync   11u  unix 0xffff8d768951e400      0t0  16295 type=DGRAM (CONNECTED)
systemd-t    674     systemd-timesync   16u  unix 0xffff8d768951d000      0t0  18881 @65a7501bf8716f9c/bus/systemd-timesyn/bus-api-timesync type=STREAM (CONNECTED)
VGAuthSer    745                 root    1u  unix 0xffff8d768c29fc00      0t0  18484 type=STREAM (CONNECTED)
VGAuthSer    745                 root    2u  unix 0xffff8d768c29fc00      0t0  18484 type=STREAM (CONNECTED)
VGAuthSer    745                 root    3u  unix 0xffff8d768c29f800      0t0  18509 type=DGRAM (UNCONNECTED)
VGAuthSer    745                 root    7u  unix 0xffff8d768cba0c00      0t0  17749 /var/run/vmware/guestServicePipe type=STREAM (LISTEN)
vmtoolsd     757                 root    1u  unix 0xffff8d768c29c000      0t0  18508 type=STREAM (CONNECTED)
vmtoolsd     757                 root    2u  unix 0xffff8d768c29c000      0t0  18508 type=STREAM (CONNECTED)
avahi-dae   1047                avahi    1u  unix 0xffff8d768d12e800      0t0  18931 type=STREAM (CONNECTED)
avahi-dae   1047                avahi    2u  unix 0xffff8d768d12e800      0t0  18931 type=STREAM (CONNECTED)
avahi-dae   1047                avahi    3u  unix 0xffff8d768cba1400      0t0  18117 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae   1047                avahi    4u  unix 0xffff8d768d12f000      0t0  18940 type=DGRAM (CONNECTED)
avahi-dae   1047                avahi    5u  unix 0xffff8d768cb41800      0t0  19198 type=STREAM (CONNECTED)
avahi-dae   1047                avahi   10u  unix 0xffff8d768cb41000      0t0  19207 type=STREAM (CONNECTED)
dbus-daem   1051           messagebus    1u  unix 0xffff8d768c942800      0t0  18278 type=STREAM (CONNECTED)
dbus-daem   1051           messagebus    2u  unix 0xffff8d768c942800      0t0  18278 type=STREAM (CONNECTED)
dbus-daem   1051           messagebus    3u  unix 0xffff8d768cba2800      0t0  18124 /run/dbus/system_bus_socket type=STREAM (LISTEN)
dbus-daem   1051           messagebus    6u  unix 0xffff8d768c943c00      0t0  18351 type=DGRAM (CONNECTED)
dbus-daem   1051           messagebus    8u  unix 0xffff8d768c942000      0t0  18352 type=STREAM (CONNECTED)
dbus-daem   1051           messagebus    9u  unix 0xffff8d768c941c00      0t0  18353 type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   10u  unix 0xffff8d768951f400      0t0  18355 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   11u  unix 0xffff8d768cba2000      0t0  18356 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   12u  unix 0xffff8d768d12e400      0t0  18357 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   13u  unix 0xffff8d768d12f400      0t0  19472 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   14u  unix 0xffff8d768cb43000      0t0  19502 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   16u  unix 0xffff8d7695462400      0t0  19525 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   17u  unix 0xffff8d768cb43c00      0t0  19551 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   18u  unix 0xffff8d7696248400      0t0  19555 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   19u  unix 0xffff8d768d12fc00      0t0  19586 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   20u  unix 0xffff8d768c942400      0t0  19615 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   21u  unix 0xffff8d7696248800      0t0  19630 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   22u  unix 0xffff8d7695461400      0t0  19632 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   23u  unix 0xffff8d768c940000      0t0  19667 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   24u  unix 0xffff8d769bc05c00      0t0  20587 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   25u  unix 0xffff8d758d67d000      0t0  27752 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   26u  unix 0xffff8d75813e6c00      0t0  31152 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   27u  unix 0xffff8d7696258000      0t0  20909 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   28u  unix 0xffff8d7696259000      0t0  21215 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   29u  unix 0xffff8d769625a800      0t0  20965 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   30u  unix 0xffff8d76a5eeb400      0t0  28804 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   31u  unix 0xffff8d76a3235800      0t0  21174 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   32u  unix 0xffff8d76a3237800      0t0  21203 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   33u  unix 0xffff8d76a3244400      0t0  21238 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   34u  unix 0xffff8d76a3246800      0t0  21241 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   35u  unix 0xffff8d76a3235000      0t0  21243 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   37u  unix 0xffff8d75e0035c00      0t0  34038 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   38u  unix 0xffff8d75d2203800      0t0  41307 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   43u  unix 0xffff8d7599795c00      0t0  28124 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   44u  unix 0xffff8d76aa507400      0t0  23545 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   45u  unix 0xffff8d76a5ee8c00      0t0  31237 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   46u  unix 0xffff8d76ac409400      0t0  24188 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   47u  unix 0xffff8d7686849800      0t0  31269 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   48u  unix 0xffff8d75813df800      0t0  31293 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   49u  unix 0xffff8d768c942c00      0t0  28677 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   51u  unix 0xffff8d76a83dc800      0t0  31358 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   54u  unix 0xffff8d75813de000      0t0  24405 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   56u  unix 0xffff8d75c2890400      0t0  30272 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   57u  unix 0xffff8d75c2890000      0t0  30284 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   60u  unix 0xffff8d759994d800      0t0  28853 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   62u  unix 0xffff8d75afbbd000      0t0  28855 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   63u  unix 0xffff8d759994f800      0t0  28857 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   64u  unix 0xffff8d75afbbe000      0t0  28865 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   65u  unix 0xffff8d76aa50b000      0t0  28136 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   66u  unix 0xffff8d75997a2400      0t0  29219 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   67u  unix 0xffff8d75c2b11c00      0t0  29325 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   68u  unix 0xffff8d75d7a95800      0t0  30552 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   69u  unix 0xffff8d75d21e7400      0t0  29933 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   70u  unix 0xffff8d75d21fa400      0t0  30026 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   71u  unix 0xffff8d75c288a800      0t0  30018 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   72u  unix 0xffff8d75c288a400      0t0  30027 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   73u  unix 0xffff8d75c2889c00      0t0  30084 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   74u  unix 0xffff8d75c2893000      0t0  30094 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   76u  unix 0xffff8d75d2203400      0t0  30324 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   77u  unix 0xffff8d75d7a7e400      0t0  30850 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   80u  unix 0xffff8d75d7a96400      0t0  30533 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   81u  unix 0xffff8d75e0043000      0t0  30534 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
dbus-daem   1051           messagebus   83u  unix 0xffff8d75e1c7b000      0t0  30589 /run/dbus/system_bus_socket type=STREAM (CONNECTED)
gnome-rem   1069 gnome-remote-desktop    1u  unix 0xffff8d768cb41400      0t0  19200 type=STREAM (CONNECTED)
gnome-rem   1069 gnome-remote-desktop    2u  unix 0xffff8d768cb41400      0t0  19200 type=STREAM (CONNECTED)
gnome-rem   1069 gnome-remote-desktop    6u  unix 0xffff8d768c943400      0t0  19340 type=DGRAM (UNCONNECTED)
gnome-rem   1069 gnome-remote-desktop    7u  unix 0xffff8d768c940400      0t0  19351 type=STREAM (CONNECTED)
polkitd     1082              polkitd    6u  unix 0xffff8d769624ac00      0t0  19629 type=STREAM (CONNECTED)
polkitd     1082              polkitd    8u  unix 0xffff8d7696249c00      0t0  19631 type=DGRAM (CONNECTED)
power-pro   1092                 root    1u  unix 0xffff8d768d12d800      0t0  19013 type=STREAM (CONNECTED)
power-pro   1092                 root    2u  unix 0xffff8d768d12d800      0t0  19013 type=STREAM (CONNECTED)
power-pro   1092                 root    5u  unix 0xffff8d768d12c400      0t0  19048 type=STREAM (CONNECTED)
snapd       1122                 root    1u  unix 0xffff8d768d12c000      0t0  19045 type=STREAM (CONNECTED)
snapd       1122                 root    2u  unix 0xffff8d768d12c000      0t0  19045 type=STREAM (CONNECTED)
snapd       1122                 root    4u  unix 0xffff8d7696258c00      0t0  21633 type=STREAM (CONNECTED)
snapd       1122                 root    9u  unix 0xffff8d768cba3800      0t0  18128 /run/snapd.socket type=STREAM (LISTEN)
snapd       1122                 root   10u  unix 0xffff8d768cba2400      0t0  18129 /run/snapd-snap.socket type=STREAM (LISTEN)
snapd       1122                 root   14u  unix 0xffff8d75813ef800      0t0  34846 /run/snapd-snap.socket type=STREAM (CONNECTED)
snapd       1122                 root   15u  unix 0xffff8d75e0034400      0t0  30514 /run/snapd-snap.socket type=STREAM (CONNECTED)
snapd       1122                 root   16u  unix 0xffff8d75e0036400      0t0  30515 /run/snapd-snap.socket type=STREAM (CONNECTED)
accounts-   1132                 root    1u  unix 0xffff8d768d12d000      0t0  19079 type=STREAM (CONNECTED)
accounts-   1132                 root    2u  unix 0xffff8d768d12d000      0t0  19079 type=STREAM (CONNECTED)
cron        1139                 root    1u  unix 0xffff8d7695461c00      0t0  19477 type=STREAM (CONNECTED)
cron        1139                 root    2u  unix 0xffff8d7695461c00      0t0  19477 type=STREAM (CONNECTED)
cron        1139                 root    4u  unix 0xffff8d7695463c00      0t0  19481 type=DGRAM (CONNECTED)
switchero   1156                 root    1u  unix 0xffff8d7695463000      0t0  19498 type=STREAM (CONNECTED)
switchero   1156                 root    2u  unix 0xffff8d7695463000      0t0  19498 type=STREAM (CONNECTED)
switchero   1156                 root    6u  unix 0xffff8d7695462800      0t0  19523 type=STREAM (CONNECTED)
systemd-l   1163                 root    1u  unix 0xffff8d768cb40c00      0t0  19176 type=STREAM (CONNECTED)
systemd-l   1163                 root    2u  unix 0xffff8d768cb40c00      0t0  19176 type=STREAM (CONNECTED)
systemd-l   1163                 root    3u  unix 0xffff8d768d12c800      0t0  19276 type=DGRAM (CONNECTED)
systemd-l   1163                 root   15u  unix 0xffff8d768d12ec00      0t0  19293 @662276806f67509d/bus/systemd-logind/system type=STREAM (CONNECTED)
udisksd     1166                 root    1u  unix 0xffff8d768cb42400      0t0  19144 type=STREAM (CONNECTED)
udisksd     1166                 root    2u  unix 0xffff8d768cb42400      0t0  19144 type=STREAM (CONNECTED)
udisksd     1166                 root    3u  unix 0xffff8d7695462000      0t0  19553 type=DGRAM (UNCONNECTED)
udisksd     1166                 root    6u  unix 0xffff8d769624b400      0t0  19554 type=STREAM (CONNECTED)
avahi-dae   1208                avahi    1u  unix 0xffff8d768d12e800      0t0  18931 type=STREAM (CONNECTED)
avahi-dae   1208                avahi    2u  unix 0xffff8d768d12e800      0t0  18931 type=STREAM (CONNECTED)
avahi-dae   1208                avahi    3u  unix 0xffff8d768cba1400      0t0  18117 /run/avahi-daemon/socket type=STREAM (LISTEN)
avahi-dae   1208                avahi    4u  unix 0xffff8d768d12f000      0t0  18940 type=DGRAM (CONNECTED)
avahi-dae   1208                avahi    6u  unix 0xffff8d768cb40000      0t0  19199 type=STREAM (CONNECTED)
NetworkMa   1210                 root    1u  unix 0xffff8d7695462c00      0t0  19320 type=STREAM (CONNECTED)
NetworkMa   1210                 root    2u  unix 0xffff8d7695462c00      0t0  19320 type=STREAM (CONNECTED)
NetworkMa   1210                 root    5u  unix 0xffff8d768c940c00      0t0  20483 type=DGRAM (UNCONNECTED)
NetworkMa   1210                 root    6u  unix 0xffff8d768c941000      0t0  20493 type=STREAM (CONNECTED)
wpa_suppl   1216                 root    1u  unix 0xffff8d76894ba400      0t0  19333 type=STREAM (CONNECTED)
wpa_suppl   1216                 root    2u  unix 0xffff8d76894ba400      0t0  19333 type=STREAM (CONNECTED)
wpa_suppl   1216                 root    3u  unix 0xffff8d768c940800      0t0  19369 type=DGRAM (CONNECTED)
wpa_suppl   1216                 root    4u  unix 0xffff8d7695460400      0t0  19374 type=STREAM (CONNECTED)
rsyslogd    1219               syslog    2u  unix 0xffff8d769624b800      0t0  19612 type=STREAM (CONNECTED)
rsyslogd    1219               syslog    3u  unix 0xffff8d76894bb400      0t0  10957 /run/systemd/journal/syslog type=DGRAM (UNCONNECTED)
rsyslogd    1219               syslog    6u  unix 0xffff8d7696249000      0t0  19663 type=DGRAM (CONNECTED)
ModemMana   1298                 root    1u  unix 0xffff8d768c941800      0t0  20544 type=STREAM (CONNECTED)
ModemMana   1298                 root    5u  unix 0xffff8d769624b000      0t0  19697 type=DGRAM (CONNECTED)
ModemMana   1298                 root    6u  unix 0xffff8d769bc04800      0t0  20586 type=STREAM (CONNECTED)
cupsd       1522                 root    1u  unix 0xffff8d769625ac00      0t0  21694 type=STREAM (CONNECTED)
cupsd       1522                 root    2u  unix 0xffff8d769625ac00      0t0  21694 type=STREAM (CONNECTED)
cupsd       1522                 root    3u  unix 0xffff8d7696249400      0t0  19695 /run/cups/cups.sock type=STREAM (LISTEN)
cupsd       1522                 root    5u  unix 0xffff8d769625a400      0t0  21712 type=STREAM (CONNECTED)
unattende   1535                 root    1u  unix 0xffff8d76a3234400      0t0  21792 type=STREAM (CONNECTED)
unattende   1535                 root    2u  unix 0xffff8d76a3234400      0t0  21792 type=STREAM (CONNECTED)
unattende   1535                 root    4u  unix 0xffff8d7696259c00      0t0  21214 type=STREAM (CONNECTED)
unattende   1535                 root    7u  unix 0xffff8d7696259400      0t0  21235 type=STREAM (CONNECTED)
unattende   1535                 root    9u  unix 0xffff8d769624a000      0t0  21236 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    1u  unix 0xffff8d769bc06800      0t0  21160 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    2u  unix 0xffff8d769bc06800      0t0  21160 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    3u  unix 0xffff8d7696258400      0t0  21221 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    4u  unix 0xffff8d769625a000      0t0  21234 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    6u  unix 0xffff8d769624a400      0t0  21237 type=STREAM (CONNECTED)
cups-brow   1562         cups-browsed    8u  unix 0xffff8d76a3245400      0t0  21240 type=STREAM (CONNECTED)
sshd        1568                 root    1u  unix 0xffff8d769624a800      0t0  21164 type=STREAM (CONNECTED)
sshd        1568                 root    2u  unix 0xffff8d769624a800      0t0  21164 type=STREAM (CONNECTED)
kerneloop   1580             kernoops    4u  unix 0xffff8d76a3234000      0t0  21923 type=STREAM (CONNECTED)
kerneloop   1589             kernoops    4u  unix 0xffff8d76a3234c00      0t0  22672 type=STREAM (CONNECTED)
gdm3        1591                 root    1u  unix 0xffff8d76a3234800      0t0  22865 type=STREAM (CONNECTED)
gdm3        1591                 root    2u  unix 0xffff8d76a3234800      0t0  22865 type=STREAM (CONNECTED)
gdm3        1591                 root    5u  unix 0xffff8d76a3237000      0t0  22890 type=STREAM (CONNECTED)
gdm3        1591                 root    9u  unix 0xffff8d76a3237400      0t0  22905 /run/gdm3/dbus/dbus-2piJOJUp type=STREAM (LISTEN)
gdm3        1591                 root   10u  unix 0xffff8d76a3235c00      0t0  22906 /run/gdm3/dbus/dbus-wbmj1BvW type=STREAM (LISTEN)
gdm3        1591                 root   15u  unix 0xffff8d758462f400      0t0  25808 /run/gdm3/dbus/dbus-wbmj1BvW type=STREAM (CONNECTED)
gdm3        1591                 root   17u  unix 0xffff8d758d67c800      0t0  26580 /run/gdm3/dbus/dbus-2piJOJUp type=STREAM (CONNECTED)
bluetooth   1697                 root    1u  unix 0xffff8d76a5df5000      0t0  23679 type=STREAM (CONNECTED)
bluetooth   1697                 root    2u  unix 0xffff8d76a5df5000      0t0  23679 type=STREAM (CONNECTED)
bluetooth   1697                 root    4u  unix 0xffff8d76aa509800      0t0  23872 type=DGRAM (CONNECTED)
bluetooth   1697                 root    6u  unix 0xffff8d76aa50a400      0t0  23874 type=DGRAM (CONNECTED)
bluetooth   1697                 root    7u  unix 0xffff8d76aa505400      0t0  23538 type=STREAM (CONNECTED)
rtkit-dae   1738                rtkit    1u  unix 0xffff8d7695460800      0t0  23358 type=STREAM (CONNECTED)
rtkit-dae   1738                rtkit    2u  unix 0xffff8d7695460800      0t0  23358 type=STREAM (CONNECTED)
colord      1996               colord    1u  unix 0xffff8d76ac6c4800      0t0  24173 type=STREAM (CONNECTED)
colord      1996               colord    2u  unix 0xffff8d76ac6c4800      0t0  24173 type=STREAM (CONNECTED)
colord      1996               colord   10u  unix 0xffff8d76a5df4400      0t0  24872 type=STREAM (CONNECTED)
colord      1996               colord   11u  unix 0xffff8d76ac6c7c00      0t0  24189 type=DGRAM (UNCONNECTED)
upowerd     2039                 root    1u  unix 0xffff8d76a5eea000      0t0  24297 type=STREAM (CONNECTED)
upowerd     2039                 root    2u  unix 0xffff8d76a5eea000      0t0  24297 type=STREAM (CONNECTED)
upowerd     2039                 root    5u  unix 0xffff8d75813dd000      0t0  25071 type=STREAM (CONNECTED)
gdm-sessi   2744                 root    1u  unix 0xffff8d758d67f800      0t0  27748 type=STREAM (CONNECTED)
gdm-sessi   2744                 root    2u  unix 0xffff8d758d67d800      0t0  27749 type=STREAM (CONNECTED)
gdm-sessi   2744                 root    5u  unix 0xffff8d758d67ec00      0t0  27750 type=STREAM (CONNECTED)
gdm-sessi   2744                 root    7u  unix 0xffff8d758d67dc00      0t0  27751 type=STREAM (CONNECTED)
gdm-sessi   2744                 root    8u  unix 0xffff8d758d67e400      0t0  27763 type=DGRAM (CONNECTED)
systemd     2754        administrator    1u  unix 0xffff8d758d67e800      0t0  27849 type=STREAM (CONNECTED)
systemd     2754        administrator    2u  unix 0xffff8d758d67e800      0t0  27849 type=STREAM (CONNECTED)
systemd     2754        administrator    3u  unix 0xffff8d758d67fc00      0t0  27882 type=DGRAM (CONNECTED)
systemd     2754        administrator   18u  unix 0xffff8d76a3236800      0t0  26624 /run/user/1000/systemd/notify type=DGRAM (UNCONNECTED)
