Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BytesReceived,BytesSent,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
70,2025-05-30 18:30:00,wuauserv,,,LocalSystem,S-1-5-18,,4,1552,15397,222699,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
71,2025-05-30 18:30:00,Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4249_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1604,212310,35626,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
72,2025-05-30 18:30:00,Microsoft.Windows.ContentDeliveryManager_10.0.22621.2506_neutral_neutral_cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1287,51051,21207,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
73,2025-05-30 18:30:00,MicrosoftWindows.Client.CBS_1000.22700.1081.0_x64__cw5n1h2txyewy,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1605,2678116,176856,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
74,2025-05-30 18:30:00,CDPUserSvc_1b72fb,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1606,165973,213756,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
75,2025-05-30 18:30:00,lfsvc,,,LocalSystem,S-1-5-18,,4,1607,27765,5193,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
76,2025-05-30 18:30:00,DiagTrack,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1560,22490,219772,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
77,2025-05-30 18:30:00,\device\harddiskvolume3\windows\system32\bitlockerdeviceencryption.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1608,20530,4694,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
78,2025-05-30 18:30:00,DiagTrack,,,LocalSystem,S-1-5-18,,4,1560,5460,3525,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
79,2025-05-30 18:30:00,\device\harddiskvolume3\program files\common files\microsoft shared\clicktorun\officec2rclient.exe,,,LocalSystem,S-1-5-18,,4,1609,51108,4179,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
80,2025-05-30 18:30:00,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1610,6941702,714386,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
81,2025-05-30 18:30:00,\device\harddiskvolume3\windows\system32\driverstore\filerepository\hpcustomcapcomp.inf_amd64_1f7d1981016f7e88\x64\bridgecommunication.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1611,32871,3624,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
82,2025-05-30 18:30:00,InstallService,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1557,54132,2901,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
83,2025-05-30 18:30:00,HPAppHelperCap,,,LocalSystem,S-1-5-18,,4,1612,1278,452,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
84,2025-05-30 18:30:00,HPSysInfoCap,,,LocalSystem,S-1-5-18,,4,1613,2556,832,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
85,2025-05-30 18:30:00,HPNetworkCap,,,LocalSystem,S-1-5-18,,4,1614,1278,452,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
86,2025-05-30 18:30:00,HPDiagsCap,,,LocalSystem,S-1-5-18,,4,1615,1277,452,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
87,2025-05-30 18:30:00,\device\harddiskvolume3\windows\explorer.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1616,21248,8548,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
88,2025-05-30 18:30:00,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1561,5671,4550,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
89,2025-05-30 18:30:00,CDPSvc,,,LocalService,S-1-5-19,,6,1617,11779,5741,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
90,2025-05-30 18:30:00,\device\harddiskvolume3\windows\system32\onedrivesetup.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1618,16953,13384,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
91,2025-05-30 18:30:00,BITS,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1556,42000479,2026141,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
92,2025-05-30 18:30:00,Microsoft.WindowsStore_22504.1401.19.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1619,793684,12413,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
93,2025-05-30 18:30:00,BrRmService,,,LocalSystem,S-1-5-18,,4,1620,2991808,114187,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
94,2025-05-30 18:30:00,SecurityUpdateService,,,LocalSystem,S-1-5-18,,4,1621,9266,9631,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
95,2025-05-30 18:30:00,\device\harddiskvolume3\users\ernes\appdata\local\microsoft\onedrive\onedrive.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1622,23437,5402,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
96,2025-05-30 18:30:00,Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1623,16375,4507,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
